n_params	params	my_signal_loss	monai_signal_loss	my_time	monai_time
3	['scale_params', 'rotate_params', 'flip_params']	365.3614	838.221	0.5163860321044922	0.6474919319152832
3	['shear_params', 'rotate_params', 'scale_params']	360.3942	916.56836	0.47164011001586914	1.2236502170562744
3	['rotate_params', 'shear_params', 'scale_params']	369.1879	944.59186	0.5138158798217773	1.2742750644683838
3	['scale_params', 'flip_params', 'rotate_params']	830.89685	1243.8616	0.46842408180236816	0.6831998825073242
3	['flip_params', 'translate_params', 'scale_params']	368.9381	820.2761	0.474668025970459	1.1212852001190186
3	['shear_params', 'flip_params', 'rotate_params']	355.9218	562.34564	0.5340299606323242	1.1977968215942383
3	['shear_params', 'flip_params', 'scale_params']	330.76443	784.17694	0.4963200092315674	1.1968412399291992
3	['translate_params', 'rotate_params', 'flip_params']	340.52344	623.40826	0.5511250495910645	1.4963059425354004
3	['scale_params', 'flip_params', 'shear_params']	341.38504	810.85144	0.47002410888671875	1.1763477325439453
3	['flip_params', 'shear_params', 'rotate_params']	355.3193	558.08936	0.5224699974060059	1.1103408336639404
3	['rotate_params', 'flip_params', 'scale_params']	398.85803	827.6458	0.4771609306335449	0.7096917629241943
3	['translate_params', 'rotate_params', 'flip_params']	350.50925	481.9044	0.7679488658905029	1.625838041305542
3	['scale_params', 'flip_params', 'rotate_params']	603.6992	1091.1133	0.5063769817352295	0.6980340480804443
3	['rotate_params', 'shear_params', 'scale_params']	378.1039	950.70215	0.5297448635101318	1.2404470443725586
3	['shear_params', 'scale_params', 'rotate_params']	364.7644	932.5669	0.467242956161499	1.1866397857666016
3	['flip_params', 'scale_params', 'shear_params']	372.62247	822.17523	0.5022478103637695	1.0812039375305176
3	['shear_params', 'flip_params', 'scale_params']	367.84314	830.91	0.4784660339355469	1.124474048614502
3	['scale_params', 'shear_params', 'flip_params']	407.15387	839.3928	0.49489903450012207	1.106421947479248
3	['rotate_params', 'translate_params', 'shear_params']	2124.5789	2604.0444	0.5057930946350098	1.95955491065979
3	['shear_params', 'flip_params', 'translate_params']	361.3384	535.7643	0.46358704566955566	1.5557477474212646
3	['scale_params', 'flip_params', 'rotate_params']	2933.158	3102.7578	0.4933178424835205	0.7521798610687256
3	['shear_params', 'scale_params', 'translate_params']	362.6884	923.9111	0.47734618186950684	1.8681328296661377
3	['translate_params', 'shear_params', 'rotate_params']	794.50726	1073.3655	0.4755263328552246	2.0536069869995117
3	['rotate_params', 'shear_params', 'translate_params']	344.427	702.0125	0.5712049007415771	2.0440850257873535
3	['shear_params', 'rotate_params', 'scale_params']	425.86426	985.14453	0.5090999603271484	1.1861741542816162
3	['flip_params', 'shear_params', 'translate_params']	361.02145	506.21762	0.526068925857544	1.5831022262573242
4	['shear_params', 'flip_params', 'translate_params', 'rotate_params']	836.086	1330.8961	0.5002627372741699	2.0861098766326904
4	['shear_params', 'translate_params', 'rotate_params', 'scale_params']	404.7729	1180.6815	0.4818282127380371	2.155441999435425
4	['flip_params', 'shear_params', 'scale_params', 'translate_params']	355.58353	898.724	0.4964311122894287	1.6375102996826172
4	['scale_params', 'flip_params', 'shear_params', 'rotate_params']	335.73145	923.7097	0.49105191230773926	1.304847002029419
4	['rotate_params', 'translate_params', 'flip_params', 'shear_params']	356.0202	730.13	0.5334489345550537	1.9602649211883545
4	['translate_params', 'flip_params', 'rotate_params', 'shear_params']	352.45404	664.2541	0.5443847179412842	2.064450263977051
4	['scale_params', 'flip_params', 'shear_params', 'rotate_params']	361.70184	949.06146	0.46698617935180664	1.2499682903289795
4	['shear_params', 'flip_params', 'rotate_params', 'translate_params']	559.19415	1056.475	0.5173656940460205	2.0621728897094727
4	['scale_params', 'rotate_params', 'flip_params', 'shear_params']	358.74832	930.2387	0.5283529758453369	1.1940460205078125
4	['translate_params', 'flip_params', 'scale_params', 'rotate_params']	306.83475	882.0191	0.4920310974121094	1.586364984512329
4	['rotate_params', 'flip_params', 'scale_params', 'translate_params']	362.8491	937.86285	0.5012831687927246	1.6220049858093262
4	['rotate_params', 'shear_params', 'scale_params', 'translate_params']	8987.748	8970.634	0.550555944442749	2.393627882003784
4	['flip_params', 'rotate_params', 'translate_params', 'scale_params']	364.5403	943.11835	0.5124099254608154	1.5870718955993652
4	['flip_params', 'scale_params', 'translate_params', 'rotate_params']	2968.035	3385.8628	0.5003812313079834	1.6489789485931396
4	['translate_params', 'scale_params', 'shear_params', 'rotate_params']	373.67273	1059.3557	0.5450780391693115	2.325657844543457
4	['flip_params', 'rotate_params', 'scale_params', 'shear_params']	411.4127	947.1291	0.5929648876190186	1.346487045288086
4	['scale_params', 'rotate_params', 'flip_params', 'shear_params']	368.23465	939.3186	0.512092113494873	1.3605268001556396
4	['flip_params', 'scale_params', 'shear_params', 'rotate_params']	392.24023	826.41595	0.47123265266418457	1.1923449039459229
4	['translate_params', 'scale_params', 'shear_params', 'rotate_params']	369.4579	1060.4869	0.48511815071105957	2.18764591217041
4	['flip_params', 'rotate_params', 'scale_params', 'shear_params']	337.55682	895.0205	0.47382521629333496	1.2994489669799805
4	['scale_params', 'rotate_params', 'shear_params', 'translate_params']	624.9455	2373.4187	0.6734509468078613	2.3073439598083496
4	['shear_params', 'flip_params', 'rotate_params', 'scale_params']	341.92615	899.4765	0.4848508834838867	1.3168408870697021
4	['flip_params', 'translate_params', 'rotate_params', 'shear_params']	350.4774	610.11774	0.5128180980682373	1.9851930141448975
4	['shear_params', 'translate_params', 'rotate_params', 'scale_params']	372.30585	1587.4742	0.5274112224578857	2.215851068496704
4	['rotate_params', 'flip_params', 'shear_params', 'translate_params']	348.41742	700.352	0.681318998336792	2.09437894821167
4	['translate_params', 'rotate_params', 'shear_params', 'scale_params']	2421.7878	3020.101	0.6373441219329834	2.34543776512146
4	['shear_params', 'flip_params', 'scale_params', 'rotate_params']	473.54013	997.2284	0.5441358089447021	1.2853460311889648
4	['scale_params', 'translate_params', 'rotate_params', 'flip_params']	338.26184	927.3843	0.4813687801361084	1.582061767578125
4	['shear_params', 'translate_params', 'flip_params', 'rotate_params']	362.754	696.5109	0.5742852687835693	2.0130276679992676
4	['translate_params', 'rotate_params', 'flip_params', 'scale_params']	382.4642	961.13025	0.5114939212799072	1.5639910697937012
4	['scale_params', 'translate_params', 'rotate_params', 'shear_params']	1348.3921	2634.6274	0.49521613121032715	2.283730983734131
4	['scale_params', 'shear_params', 'flip_params', 'translate_params']	386.66315	925.86285	0.4887969493865967	1.7122201919555664
4	['translate_params', 'rotate_params', 'flip_params', 'scale_params']	679.8738	1154.5287	0.5460143089294434	1.6611649990081787
4	['translate_params', 'shear_params', 'scale_params', 'flip_params']	359.72668	912.4901	0.5003540515899658	1.748711109161377
4	['translate_params', 'flip_params', 'scale_params', 'rotate_params']	972.2698	2820.4155	0.5022680759429932	1.570176124572754
4	['shear_params', 'translate_params', 'rotate_params', 'flip_params']	489.76416	899.0554	0.4831080436706543	1.9794330596923828
4	['scale_params', 'rotate_params', 'translate_params', 'flip_params']	347.84256	939.45544	0.5130960941314697	1.552292823791504
4	['flip_params', 'shear_params', 'scale_params', 'rotate_params']	408.56244	982.9074	0.4975879192352295	1.2090680599212646
4	['rotate_params', 'flip_params', 'translate_params', 'scale_params']	373.6184	906.3733	0.47411084175109863	1.6248209476470947
4	['flip_params', 'rotate_params', 'scale_params', 'shear_params']	2481.9204	2840.014	0.554663896560669	1.2569069862365723
4	['rotate_params', 'shear_params', 'flip_params', 'scale_params']	371.05786	944.41376	0.5550410747528076	1.3039159774780273
4	['rotate_params', 'translate_params', 'shear_params', 'scale_params']	374.73627	1024.576	0.6008648872375488	2.3056840896606445
4	['scale_params', 'shear_params', 'translate_params', 'flip_params']	1525.5356	1981.2484	0.4903998374938965	1.6556410789489746
4	['translate_params', 'rotate_params', 'flip_params', 'scale_params']	584.98376	1037.2928	0.4974799156188965	1.5130829811096191
4	['translate_params', 'flip_params', 'scale_params', 'rotate_params']	780.81415	1352.8893	0.6711490154266357	1.687615156173706
4	['flip_params', 'translate_params', 'scale_params', 'rotate_params']	708.8435	1222.2522	0.5404648780822754	1.6628849506378174
4	['rotate_params', 'shear_params', 'translate_params', 'flip_params']	364.23166	746.75977	0.47039318084716797	1.9959521293640137
4	['translate_params', 'flip_params', 'scale_params', 'shear_params']	350.2862	956.6939	0.47246313095092773	1.7275769710540771
4	['flip_params', 'translate_params', 'rotate_params', 'scale_params']	390.0988	955.47974	0.6862051486968994	1.7959070205688477
4	['scale_params', 'flip_params', 'translate_params', 'shear_params']	405.60733	838.2523	0.47263002395629883	1.598526954650879
5	['rotate_params', 'flip_params', 'scale_params', 'translate_params', 'shear_params']	308.37958	961.3762	0.6134133338928223	2.2092599868774414
5	['scale_params', 'shear_params', 'translate_params', 'flip_params', 'rotate_params']	402.1945	1231.5216	0.46904516220092773	2.1300559043884277
5	['scale_params', 'translate_params', 'shear_params', 'flip_params', 'rotate_params']	359.37558	1023.4182	0.5143849849700928	2.1765620708465576
5	['translate_params', 'shear_params', 'rotate_params', 'flip_params', 'scale_params']	7272.8755	7488.991	0.4719521999359131	2.1676831245422363
5	['scale_params', 'rotate_params', 'flip_params', 'translate_params', 'shear_params']	359.8657	957.56287	0.4816310405731201	2.1229248046875
5	['translate_params', 'flip_params', 'rotate_params', 'shear_params', 'scale_params']	3446.88	3893.9673	0.5722739696502686	2.3333897590637207
5	['translate_params', 'flip_params', 'scale_params', 'rotate_params', 'shear_params']	1076.0415	1667.0992	0.5384907722473145	2.2746310234069824
5	['rotate_params', 'flip_params', 'shear_params', 'scale_params', 'translate_params']	7455.3975	7732.4824	0.5151739120483398	2.169945001602173
5	['scale_params', 'shear_params', 'rotate_params', 'translate_params', 'flip_params']	407.28418	1021.1998	0.5614469051361084	2.2099831104278564
5	['flip_params', 'shear_params', 'scale_params', 'translate_params', 'rotate_params']	400.57623	1035.7108	0.5139269828796387	2.161435842514038
5	['rotate_params', 'translate_params', 'flip_params', 'shear_params', 'scale_params']	406.99847	1009.8207	0.5408589839935303	2.1683270931243896
5	['flip_params', 'translate_params', 'scale_params', 'rotate_params', 'shear_params']	5483.6562	5921.9976	0.5014667510986328	2.201568126678467
5	['shear_params', 'flip_params', 'rotate_params', 'translate_params', 'scale_params']	381.469	1108.4061	0.6152138710021973	2.1962788105010986
5	['translate_params', 'flip_params', 'rotate_params', 'shear_params', 'scale_params']	4326.147	4833.607	0.49409008026123047	2.1236279010772705
5	['flip_params', 'rotate_params', 'shear_params', 'scale_params', 'translate_params']	394.68707	1066.7333	0.5177483558654785	2.124207019805908
5	['scale_params', 'shear_params', 'flip_params', 'rotate_params', 'translate_params']	3508.8682	3912.6252	0.48796582221984863	2.176851749420166
5	['translate_params', 'flip_params', 'shear_params', 'scale_params', 'rotate_params']	3521.4612	4060.1948	0.49582791328430176	2.1069719791412354
5	['translate_params', 'scale_params', 'rotate_params', 'shear_params', 'flip_params']	441.03766	1084.2864	0.5018980503082275	2.2766897678375244
5	['scale_params', 'shear_params', 'translate_params', 'rotate_params', 'flip_params']	329.2838	987.5887	0.48258304595947266	2.1788809299468994
5	['flip_params', 'rotate_params', 'shear_params', 'translate_params', 'scale_params']	434.76498	1067.4824	0.5340762138366699	2.14229679107666
5	['flip_params', 'rotate_params', 'translate_params', 'scale_params', 'shear_params']	1847.2828	2437.4785	0.47249293327331543	2.183635950088501
5	['flip_params', 'translate_params', 'rotate_params', 'scale_params', 'shear_params']	418.41302	1435.4681	0.4633631706237793	2.13196063041687
5	['rotate_params', 'flip_params', 'shear_params', 'scale_params', 'translate_params']	371.7751	1066.9938	0.48432326316833496	2.1469950675964355
5	['flip_params', 'scale_params', 'translate_params', 'shear_params', 'rotate_params']	834.1905	1356.2913	0.574404239654541	2.217660903930664
5	['shear_params', 'flip_params', 'rotate_params', 'translate_params', 'scale_params']	524.6858	1344.6664	0.5240252017974854	2.0855979919433594
5	['flip_params', 'shear_params', 'scale_params', 'rotate_params', 'translate_params']	2018.7112	2563.139	0.5257248878479004	2.191349983215332
5	['translate_params', 'flip_params', 'shear_params', 'scale_params', 'rotate_params']	2539.0469	2983.2014	0.4838259220123291	2.1144468784332275
5	['scale_params', 'rotate_params', 'translate_params', 'shear_params', 'flip_params']	407.49866	1071.6422	0.4963698387145996	2.1259007453918457
5	['translate_params', 'shear_params', 'flip_params', 'rotate_params', 'scale_params']	319.2226	972.4573	0.4974558353424072	2.1574268341064453
5	['translate_params', 'rotate_params', 'flip_params', 'scale_params', 'shear_params']	368.03412	1263.8917	0.4606499671936035	2.121366024017334
5	['shear_params', 'scale_params', 'translate_params', 'rotate_params', 'flip_params']	687.0524	3164.9883	0.5045807361602783	2.0805680751800537
5	['flip_params', 'rotate_params', 'shear_params', 'translate_params', 'scale_params']	1236.7429	1684.014	0.5089778900146484	2.258194923400879
5	['flip_params', 'translate_params', 'shear_params', 'scale_params', 'rotate_params']	382.60464	1598.9886	0.49239110946655273	2.2811079025268555
5	['rotate_params', 'flip_params', 'translate_params', 'shear_params', 'scale_params']	345.0082	1005.1446	0.4900369644165039	2.123476982116699
5	['scale_params', 'rotate_params', 'translate_params', 'flip_params', 'shear_params']	1528.1102	2070.3599	0.5067148208618164	2.24704909324646
5	['scale_params', 'shear_params', 'translate_params', 'flip_params', 'rotate_params']	2183.9058	2629.477	0.558147668838501	2.2270288467407227
5	['scale_params', 'rotate_params', 'shear_params', 'flip_params', 'translate_params']	350.384	1014.3986	0.46846580505371094	2.2085912227630615
5	['translate_params', 'scale_params', 'shear_params', 'flip_params', 'rotate_params']	355.27695	1012.4075	0.5031721591949463	2.170095205307007
5	['shear_params', 'scale_params', 'translate_params', 'rotate_params', 'flip_params']	422.91287	1321.9774	0.48000168800354004	2.271963119506836
5	['shear_params', 'translate_params', 'rotate_params', 'flip_params', 'scale_params']	4810.152	6004.4697	0.5051889419555664	2.1912271976470947
5	['scale_params', 'flip_params', 'translate_params', 'shear_params', 'rotate_params']	1588.6249	2198.2927	0.46677303314208984	2.2682440280914307
5	['rotate_params', 'flip_params', 'shear_params', 'translate_params', 'scale_params']	384.93674	1090.0103	0.49578118324279785	2.117210865020752
5	['scale_params', 'flip_params', 'translate_params', 'rotate_params', 'shear_params']	416.6988	1340.4879	0.5048038959503174	2.2436790466308594
5	['flip_params', 'translate_params', 'scale_params', 'shear_params', 'rotate_params']	335.4355	991.8776	0.5261549949645996	2.2839479446411133
5	['rotate_params', 'scale_params', 'flip_params', 'translate_params', 'shear_params']	880.8017	1461.3619	0.6206269264221191	2.4995779991149902
5	['translate_params', 'shear_params', 'rotate_params', 'flip_params', 'scale_params']	328.10025	1008.7015	0.514070987701416	2.3109419345855713
5	['rotate_params', 'scale_params', 'shear_params', 'translate_params', 'flip_params']	398.95374	1077.8374	0.48656630516052246	2.2295329570770264
5	['translate_params', 'rotate_params', 'flip_params', 'scale_params', 'shear_params']	378.0388	1046.0935	0.5797791481018066	2.1691670417785645
5	['shear_params', 'rotate_params', 'scale_params', 'flip_params', 'translate_params']	1415.7305	2181.2925	0.48871898651123047	2.1482081413269043
5	['translate_params', 'shear_params', 'scale_params', 'flip_params', 'rotate_params']	894.05426	1440.6112	0.48092103004455566	2.1867570877075195
