Epoch	Training Loss	Validation Loss	Time
0	0.2846727234064998	0.07795871967183692	298.10148000717163
1	0.05720710214812125	0.051407683574195416	296.9671199321747
2	0.04360313924037822	0.043070492068571706	293.9639050960541
3	0.03567760091926485	0.0391481852025858	295.7316806316376
4	0.031424104582702096	0.0351668787188828	298.4589099884033
5	0.02995380756733396	0.034517446998506784	298.3009750843048
6	0.02819971704329343	0.03248919609801045	290.884916305542
7	0.02825348847650092	0.03212231816723943	293.62924122810364
8	0.025466062362418582	0.02960195199453405	294.7096252441406
9	0.02431363082436569	0.028770614847806946	290.60994052886963
10	0.02397895718385954	0.02843218170372503	293.65960812568665
11	0.02282226486173312	0.027560444681772163	293.39761877059937
12	0.02239463782363943	0.02932920303594853	298.41732931137085
13	0.02148475110814844	0.024680368968152573	295.73025488853455
14	0.022843225621054526	0.02584402372927538	296.2959716320038
15	0.021226776421337384	0.02491095176498805	297.6563174724579
16	0.019423863503898207	0.023817454930394888	292.63379096984863
17	0.020182276102860414	0.024126820399292877	291.06804180145264
18	0.018653313061347723	0.024389053229242563	293.2672462463379
19	0.019549840998589457	0.024634355512846793	291.6545729637146
20	0.01791593056556355	0.02341912766652448	293.93523836135864
21	0.0179657690068331	0.021427009154909422	294.16127943992615
22	0.016220652702945232	0.022911222551816275	292.6222507953644
23	0.015778417719920654	0.02062374240319644	297.6213290691376
24	0.015562869516522896	0.022041521733626723	294.9136846065521
25	0.014616533136621718	0.021736550677035536	295.4523446559906
26	0.014405114079236716	0.02039910147764853	296.8359205722809
27	0.014017337553136285	0.019748432195878456	294.9082384109497
28	0.013881374229864957	0.019475393862064396	293.9105796813965
29	0.017049066359051943	0.03198900645864861	295.7045726776123
30	0.019986555623433516	0.022661745581509813	296.0261182785034
31	0.015530895019960777	0.019614822497325286	295.2177515029907
32	0.014046176670812437	0.019148521524454867	298.5050411224365
33	0.013373493981201018	0.01949945880499269	294.07995796203613
34	0.012996807924133512	0.019897131581923792	292.67984342575073
35	0.013237708703418484	0.019133714327056493	295.1489233970642
36	0.012543229382034107	0.019069275685719082	297.6996285915375
37	0.012436841163500275	0.018989271451053873	296.68353819847107
38	0.012482460742741156	0.018267831033361808	294.0153970718384
39	0.012015535387590594	0.01869020507937031	294.5402252674103
40	0.012862365170812125	0.0210415793449751	293.9174520969391
41	0.01332893065122612	0.021767174392672523	294.02108335494995
42	0.012517795384331135	0.01844669592433742	296.3574662208557
43	0.011799805425942746	0.017371285024897327	298.0929160118103
44	0.01186728723046491	0.017312097845466008	292.9906380176544
45	0.011735141962232076	0.01755095925182104	301.82990407943726
46	0.011818021034713284	0.017575931435983096	298.9368827342987
47	0.01142648131807957	0.017070840877879943	294.90192699432373
48	0.011023136258810224	0.01686338195577264	297.28326177597046
49	0.011206989821815037	0.01758287733952914	295.917546749115
50	0.011524347387955863	0.017322944194477583	292.4119641780853
51	0.011068021089272916	0.01676194093722318	297.8616874217987
52	0.01108815666755887	0.017309250991924534	293.9679706096649
53	0.010829872299286416	0.017268930445425212	294.4561576843262
54	0.010888321550704972	0.017783464963680932	292.94908237457275
55	0.0105446533805319	0.016431699207584773	293.48997378349304
56	0.010771787756711513	0.016787212009408643	294.3321599960327
57	0.010693082861568896	0.01633628462773881	296.783655166626
58	0.0108699147368159	0.017320357928318635	295.63478350639343
59	0.010592729055777928	0.016977735213004053	292.21604347229004
60	0.010414381240047682	0.01624080104686852	297.47714018821716
61	0.01044685896611334	0.015726806379721632	295.45120000839233
62	0.010501472275253101	0.016223358821922114	294.5212118625641
63	0.010270322766990272	0.0167885600988354	294.03848004341125
64	0.010088242053768426	0.01614676369354129	293.4629168510437
65	0.010046664009396938	0.01576314164724733	299.86617708206177
66	0.0099061908797599	0.01585472306968378	298.3226788043976
67	0.009985473222044952	0.01599155045447073	292.27992844581604
68	0.00980735745180749	0.016201504306601628	296.1051776409149
69	0.010248134411754496	0.015865227590048953	295.5140039920807
70	0.01028721117427063	0.01579879502034081	293.90031266212463
71	0.009812763921348503	0.01572604336044086	296.7030220031738
72	0.009840429725016848	0.015430348110385239	293.6486074924469
73	0.009784646739456553	0.015412758370595319	295.086697101593
74	0.009504801911122329	0.015574993898293801	295.42052936553955
75	0.00963711506591049	0.015581535291858017	293.959584236145
76	0.009509918561848423	0.01518857344386301	294.15699005126953
77	0.009599152269601955	0.015224110152173256	293.4894428253174
78	0.00973987340877008	0.01539457296686513	296.04919958114624
79	0.009344795829461962	0.015040353339697634	294.0719358921051
80	0.009598647985573975	0.015412826024528061	294.64588952064514
81	0.009242317610056946	0.015023267162697656	294.94648790359497
82	0.009320176684719432	0.015277802411999022	295.8508071899414
83	0.009580829076368712	0.014766944372760398	295.2810528278351
84	0.009479175117117407	0.015595522193637277	292.93397974967957
85	0.009277417165782688	0.014655460021458566	296.34438490867615
86	0.00921810156511218	0.014817857366454388	292.3693313598633
87	0.009144915313764806	0.014827824862939971	296.50195384025574
88	0.00945456088165598	0.014902735644552325	300.4001433849335
89	0.009130599837533027	0.014631068832906229	296.73186135292053
90	0.009339559259469466	0.014783082080871932	291.823228597641
91	0.009286770653480773	0.014845725814146655	295.68725657463074
92	0.009239420975504167	0.014540885392177318	298.45450830459595
93	0.008891418858143112	0.014737642020918429	292.80439591407776
94	0.009375866659135963	0.015123185951129667	302.28119230270386
95	0.008889094266556036	0.015019680772508894	293.506466627121
96	0.009034047264505529	0.01443514199594834	295.0125744342804
97	0.009115868331572134	0.0147916977460097	292.95115399360657
98	0.009117011319127585	0.014904015464708209	296.07597947120667
99	0.00904679901045935	0.014600489438245339	295.26062774658203
100	0.008968334659650053	0.014316289985020245	294.8248646259308
101	0.008608604766712461	0.014227701683661767	296.8362047672272
102	0.0087292339431431	0.015116011374630034	294.22266125679016
103	0.009188591218616128	0.015455130570834237	295.02420115470886
104	0.008846080674050634	0.014426673479777361	299.8553144931793
105	0.008770331903256375	0.014271159273838359	296.4416358470917
106	0.008819806393686966	0.014224229696472841	293.4197018146515
107	0.00944165675170018	0.015184234827756882	291.4980080127716
108	0.00897118597679809	0.014136627682351641	297.0634536743164
109	0.008795850594933124	0.014098569152078457	296.6624422073364
110	0.008674548757199883	0.013983537359828395	289.9043219089508
111	0.008705380170150856	0.014183405005106968	297.6059422492981
112	0.008590411432421528	0.013931257400794752	294.87819600105286
113	0.008537715023191388	0.014154617508341159	296.991858959198
114	0.008549991324794533	0.013890115427784622	294.86307525634766
115	0.008839385498381917	0.013834483904897102	295.1369004249573
116	0.008466107465928178	0.013797218944611294	296.8209283351898
117	0.008566443288423155	0.01461694810339915	292.63113474845886
118	0.008567240657159567	0.013843121722207538	292.16213846206665
119	0.00847856544643106	0.013755712042828756	294.0309581756592
120	0.008630445287583789	0.013814721688894289	293.91035747528076
121	0.008548785122153202	0.013907490580874895	296.66231656074524
122	0.00842429911550719	0.013870298114073063	291.9729263782501
123	0.008515895776567571	0.013711740096498812	293.97293400764465
124	0.008209852071587547	0.013988668997106808	294.374639749527
125	0.008394348046704792	0.013892709776493055	297.7042739391327
126	0.008357646213134442	0.013629826650555645	295.0673043727875
127	0.008709021244665834	0.014126511623284646	296.51604771614075
128	0.008453170054763422	0.01396079986755337	295.81141471862793
129	0.008271824353428834	0.01369137760983514	296.5824797153473
130	0.00849225669431045	0.013690518364975495	292.3035264015198
131	0.008282920629654765	0.013854530390485056	293.5577290058136
132	0.008219981578600514	0.014054403939683522	296.0929961204529
133	0.008259255019321437	0.01354522183204868	294.92477321624756
134	0.008173313056590713	0.013588154056508626	291.6029145717621
135	0.008392295324047318	0.01346644458161401	290.51525831222534
136	0.008191952859824148	0.013320781124223555	297.5201768875122
137	0.007968698218966012	0.0132842319851209	291.20014476776123
138	0.00837428363106911	0.013531227779042507	292.64733815193176
139	0.00819523986053106	0.013295444876088627	294.6186647415161
140	0.00804596839915343	0.013548574992455542	297.68342089653015
141	0.008124720564137124	0.013632459832089288	297.62345933914185
142	0.008242252481174175	0.013681252769726728	294.7850842475891
143	0.007883655120338827	0.013495646167679556	293.54968094825745
144	0.0080666714473189	0.013110275829343923	292.6343529224396
145	0.008147021507084237	0.0131922892095255	294.31475257873535
146	0.008246203414644762	0.013267811221469725	295.8349335193634
147	0.007974826557469877	0.013083073609907712	296.23841643333435
148	0.008142839066868005	0.01334426217778985	293.4062588214874
149	0.008082714923678359	0.012953518823321377	294.8356192111969
150	0.007892531929579416	0.013066027812393648	295.65814781188965
151	0.008061873146036281	0.013115381472744048	298.9821879863739
152	0.008137300232584032	0.01313779376713293	292.92116260528564
153	0.007965197291793177	0.013054638236228908	294.1438729763031
154	0.007927444949328498	0.013050722989386745	293.5305564403534
155	0.007984274175569349	0.013478029752150178	293.5099995136261
156	0.008090087214710332	0.012937293471103268	293.1294345855713
157	0.007948815555315916	0.013134548290898758	296.88455843925476
158	0.00785722524019568	0.01286194839381746	292.9494032859802
159	0.007891660750396717	0.012831001143370355	293.2199788093567
160	0.00783981654517386	0.013010708981060557	295.1757185459137
161	0.00812967577656823	0.013017706423332649	294.2896008491516
162	0.007931491378861826	0.012976695916482381	293.18413066864014
163	0.007748548511515952	0.012778421747498214	300.11164903640747
164	0.007804968269049052	0.013078238116577268	299.29201006889343
165	0.00802034020607648	0.012886511627584696	292.44236516952515
166	0.007683735580972893	0.012854807611022676	297.05494379997253
167	0.007901307882432046	0.01270230726471969	300.0900185108185
168	0.007595820129001221	0.012703205242619984	293.57572054862976
169	0.007816409527203026	0.012788632718314017	296.8722355365753
170	0.007654136988530645	0.012633189060060042	294.44504570961
171	0.007705902618109646	0.012597454661902572	291.1303868293762
172	0.007487140036284121	0.013082378028359796	293.28958678245544
173	0.007724673105111437	0.012717784149572253	294.6925883293152
174	0.007501211658437557	0.012914735956915788	294.30159425735474
175	0.007760138553671639	0.01284266753853964	294.54850912094116
176	0.007730757663101626	0.01266732464344906	295.76535749435425
177	0.00756965364818148	0.01279187949174749	296.55155968666077
178	0.007831228936650694	0.012817866518162191	298.83462476730347
179	0.007532489824321772	0.01261335045897535	293.1392493247986
180	0.007577808634398897	0.012510230498654502	298.53310108184814
181	0.007652428218334779	0.012551092908584647	294.00208568573
182	0.007562786476444369	0.012439990399538406	296.8142182826996
183	0.007644071552752112	0.012620651728606649	301.01998138427734
184	0.00769017860001045	0.013182041601144842	296.72963976860046
185	0.007752471260993737	0.012978203095761793	287.6525025367737
186	0.0077280716995620944	0.012586287721725447	294.2712152004242
187	0.007431119463235274	0.012547143884668393	293.83574986457825
188	0.007631018805847975	0.01251067319286189	295.9224498271942
189	0.007501749603720925	0.012673363089561462	297.8312804698944
190	0.0075498436924253875	0.01246235320078475	297.8261504173279
191	0.00740600172680857	0.012446056502605123	294.2663960456848
192	0.0076768549885851385	0.012403224112599023	295.9514014720917
193	0.007579116380435202	0.013057472317346505	295.4845929145813
194	0.007573126403890517	0.012534313103450196	292.0242774486542
195	0.00728234789864632	0.012347332085482776	294.9175009727478
196	0.007415067500564282	0.012329090486413665	301.92539715766907
197	0.007674110322489065	0.01332686432371182	296.2328112125397
198	0.007776606750712132	0.012487393571063876	291.50095653533936
199	0.007333640790139346	0.012250093593528228	294.05548214912415
200	0.007385691949437819	0.012364719462181841	297.7761776447296
201	0.007268676772346144	0.012371580365912191	296.6827759742737
202	0.007397286282777118	0.01228238342862044	296.47001671791077
203	0.007507109329638995	0.012349922143455063	295.476181268692
204	0.007419055160719718	0.012290334711516542	297.96887135505676
205	0.007372518389531716	0.012396316792416786	293.0052978992462
206	0.007437943551906556	0.01233091514690646	292.83338499069214
207	0.0074253657899563084	0.012139661952720157	295.9757192134857
208	0.007429991188905966	0.01235917245503515	295.4391050338745
209	0.007418553900357854	0.012632806535943278	297.7857916355133
210	0.007463029061648744	0.012549040539722358	296.8459687232971
211	0.007291662596550357	0.012420223360615117	293.69641757011414
212	0.007122941333967608	0.012251402001961	296.3000783920288
213	0.007418542795484644	0.012998162369642938	294.2420928478241
214	0.007642125673257984	0.012093686082932566	291.6201820373535
215	0.007180678407607325	0.012183003892589892	291.5735242366791
216	0.007430023586820193	0.012334456999919243	294.0052375793457
217	0.0076230628198772805	0.012141580510485386	294.1714267730713
218	0.007342528033951473	0.01245359718866114	293.33049869537354
219	0.007440159696617869	0.01217452612971621	295.6036331653595
220	0.007401301890962461	0.01207533450464585	294.3463342189789
221	0.007321781706432457	0.011966886780490833	296.9371736049652
222	0.007340579458633479	0.012090454759475375	293.8771643638611
223	0.007338856547369283	0.012138301889146013	293.82627606391907
224	0.007198908792249023	0.012035589964528168	294.85860776901245
225	0.00741516760521205	0.01235618006571063	295.6622619628906
226	0.0072327512963737605	0.012634224990116698	294.55568385124207
227	0.00717174364546222	0.011832456952626151	297.00526118278503
228	0.0073193631807317115	0.011992608862263816	293.9090721607208
229	0.007191017742013985	0.012183521924141263	295.50539350509644
230	0.007253939580305943	0.011950154805422894	297.1323184967041
231	0.00737864053661981	0.012177031370811164	296.92812871932983
232	0.0073876757333431005	0.012019919148380203	296.28379487991333
233	0.007328865853359613	0.011960472595611853	296.636034488678
234	0.007535537984639807	0.011946770628648145	295.47425627708435
235	0.00718235140958709	0.012004575991470898	295.55757999420166
236	0.0072094393296860525	0.012037999429074782	294.0952401161194
237	0.007110962032386406	0.01189278217498213	297.57387232780457
238	0.007012066763362142	0.01195425575133413	296.1990945339203
239	0.007163465027217106	0.011846597289799579	296.50017166137695
240	0.007313126973774401	0.011821881269237824	293.1066813468933
241	0.007252920817817674	0.012278300660130168	299.39018392562866
242	0.0070436102872706045	0.01182147504628769	293.43793654441833
243	0.007234508745923572	0.012485845613160304	296.2634379863739
244	0.007215922023900555	0.011919073111909841	300.51949644088745
245	0.0072418293861396645	0.012462853570468724	294.86943674087524
246	0.007197925939972224	0.011871514808652657	293.5737006664276
247	0.007074486138507924	0.012119971648124712	295.156302690506
248	0.007097588703788049	0.011720956186763942	293.9942555427551
249	0.007192600994567165	0.012159468556222106	297.28939604759216
